innovation_id,source_id,source_link,source_title,analogue_name,category,domain,era_id,history_year,history_year_from,history_year_to,rank,spreadability,complexity,starter_prevalence,prerequisite_ids,curation_status,notes
fm_radio_is_patented_by_inventor_edwin_h,invsrc_0427,Timeline of historic inventions.wiki:703,FM radio is patented by inventor Edwin H,frequency-modulated radio,communication,writing,modern,1933,1933,1933,9,0.604,0.72,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
harry_c,invsrc_0428,Timeline of historic inventions.wiki:704,Harry C,folding wheelchairs,transport,transport,modern,1933,1933,1933,9,0.444,0.74,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
nylon_the_first_fully_synthetic_fiber_is_produced,invsrc_0429,Timeline of historic inventions.wiki:705,"Nylon, the first fully synthetic fiber is produced",fully synthetic fibers,craft,toolmaking,modern,1935,1935,1935,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
nuclear_fission,invsrc_0431,Timeline of historic inventions.wiki:707,Nuclear fission,nuclear fission physics,science,scholarship,modern,1938,1938,1938,9,0.214,0.94,0,cloud_chamber_the_first_particle_detector_is_invented,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
z1_built,invsrc_0430,Timeline of historic inventions.wiki:706,"Z1, built",programmable mechanical computers,computing,computation,modern,1938,1938,1938,9,0.174,1,0,mechanical_calculator,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
john_vincent_atanasoff,invsrc_0433,Timeline of historic inventions.wiki:709,John Vincent Atanasoff,electronic digital computers,computing,computation,modern,1939,1939,1939,9,0.174,1,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
naum_gurvich,invsrc_0432,Timeline of historic inventions.wiki:708,Naum Gurvich,electrohydraulic shock generators,energy,power,modern,1939,1939,1939,9,0.214,0.94,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
isotopes_of_plutonium,invsrc_0434,Timeline of historic inventions.wiki:712,Isotopes of plutonium,fissile plutonium isotopes,energy,power,modern,1940,1940,1940,9,0.214,0.94,0,nuclear_fission,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
john_randall,invsrc_0435,Timeline of historic inventions.wiki:713,John Randall,cavity magnetrons,energy,power,modern,1940,1940,1940,9,0.214,0.94,0,guglielmo_marconi,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
polyester_is_invented,invsrc_0436,Timeline of historic inventions.wiki:714,Polyester is invented,polyester fiber,craft,toolmaking,modern,1941,1941,1941,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
enrico_fermi,invsrc_0438,Timeline of historic inventions.wiki:716,Enrico Fermi,controlled nuclear reactors,energy,power,modern,1942,1942,1942,9,0.214,0.94,0,nuclear_fission,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
v_2_rocket,invsrc_0437,Timeline of historic inventions.wiki:715,V-2 rocket,long-range ballistic rockets,military,warfare,modern,1942,1942,1942,9,0.444,0.74,0,robert_h,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
non_infectious_viral_vaccine_is_perfected_by_dr,invsrc_0439,Timeline of historic inventions.wiki:717,Non-infectious viral vaccine is perfected by Dr,inactivated viral vaccines,medicine,medicine,modern,1944,1944,1944,9,0.324,0.82,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
atomic_bomb_is_developed,invsrc_0440,Timeline of historic inventions.wiki:721,Atomic bomb is developed,fission bombs,military,warfare,modern,1945,1945,1945,9,0.194,0.74,0,nuclear_fission,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
percy_spencer,invsrc_0441,Timeline of historic inventions.wiki:722,Percy Spencer,microwave ovens,craft,toolmaking,modern,1945,1945,1945,9,0.424,0.64,0,john_randall,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
willard_libby_began_his_work_on_radiocarbon_dating,invsrc_0442,Timeline of historic inventions.wiki:723,Willard Libby began his work on radiocarbon dating,radiocarbon dating,communication,writing,modern,1945,1945,1945,9,0.604,0.72,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
james_martin_invents_the_ejector_seat_inspired,invsrc_0443,Timeline of historic inventions.wiki:724,"James Martin invents the ejector seat, inspired",aircraft ejector seats,culture,art,modern,1946,1946,1946,9,0.544,0.56,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
floyd_farris_and_j_b,invsrc_0445,Timeline of historic inventions.wiki:726,Floyd Farris and J.B,hydraulic fracturing,energy,power,modern,1947,1947,1947,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
holography_is_invented,invsrc_0444,Timeline of historic inventions.wiki:725,Holography is invented,holography,craft,toolmaking,modern,1947,1947,1947,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
transistor_a_bipolar_point_contact_transistor_is_invented,invsrc_0446,Timeline of historic inventions.wiki:727,"Transistor, a bipolar point-contact transistor, is invented",point-contact transistors,computing,computation,modern,1947,1947,1947,9,0.174,1,0,crystal_oscillator_is_invented_by_alexander_m,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
atomic_clock,invsrc_0447,Timeline of historic inventions.wiki:728,Atomic clock,atomic time standards,science,scholarship,modern,1948,1948,1948,9,0.424,0.64,0,quartz_clock,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
basic_oxygen_steelmaking_is_developed_by_robert_durrer,invsrc_0448,Timeline of historic inventions.wiki:729,Basic oxygen steelmaking is developed by Robert Durrer,basic oxygen steelmaking,material,materials,modern,1948,1948,1948,9,0.384,0.72,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
bertie_the_brain,invsrc_0449,Timeline of historic inventions.wiki:732,Bertie the Brain,Bertie the Brain,culture,art,modern,1950,1950,1950,9,0.544,0.56,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
tokamak,invsrc_0450,Timeline of historic inventions.wiki:733,Tokamak,magnetic fusion chambers,energy,power,modern,1950,1950,1950,9,0.424,0.64,0,nuclear_fission,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
float_glass_process_is_developed,invsrc_0451,Timeline of historic inventions.wiki:734,Float glass process is developed,float glass,material,materials,modern,1952,1952,1952,9,0.384,0.72,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
thermonuclear_weapon_is_developed,invsrc_0452,Timeline of historic inventions.wiki:735,Thermonuclear weapon is developed,thermonuclear weapons,military,warfare,modern,1952,1952,1952,9,0.194,0.74,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
video_tape_recorder,invsrc_0453,Timeline of historic inventions.wiki:736,Video tape recorder,magnetic video recorders,communication,media,modern,1953,1953,1953,9,0.424,0.64,0,thomas_edison_invents_the_first_working_phonograph,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
calvin_souther_fuller,invsrc_0454,Timeline of historic inventions.wiki:737,Calvin Souther Fuller,solar cells,energy,power,modern,1954,1954,1954,9,0.604,0.72,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
hovercraft_is_patented,invsrc_0455,Timeline of historic inventions.wiki:738,Hovercraft is patented,hovercraft,craft,toolmaking,modern,1955,1955,1955,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
intermodal_container_is_developed,invsrc_0457,Timeline of historic inventions.wiki:740,Intermodal container is developed,intermodal containers,craft,toolmaking,modern,1955,1955,1955,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
jonas_salk,invsrc_0456,Timeline of historic inventions.wiki:739,Jonas Salk,polio vaccines,medicine,medicine,modern,1955,1955,1955,9,0.324,0.82,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
hard_disk_drive_is_invented,invsrc_0458,Timeline of historic inventions.wiki:741,Hard disk drive is invented,hard disk drives,craft,toolmaking,modern,1956,1956,1956,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
logic_theorist,invsrc_0459,Timeline of historic inventions.wiki:742,Logic Theorist,automated theorem proving,computing,computation,modern,1956,1956,1956,9,0.174,1,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
artificial_satellite_sputnik_1_is_launched,invsrc_0462,Timeline of historic inventions.wiki:746,"Artificial satellite, Sputnik 1, is launched",orbital satellites,science,scholarship,modern,1957,1957,1957,9,0.544,0.56,0,v_2_rocket,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
laser,invsrc_0460,Timeline of historic inventions.wiki:744,Laser,lasers and optical amplifiers,science,scholarship,modern,1957,1957,1957,9,0.174,1,0,fleming_valve,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
personal_computer_used,invsrc_0461,Timeline of historic inventions.wiki:745,Personal computer used,keyboard personal computers,computing,computation,modern,1957,1957,1957,9,0.174,1,0,z1_built,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
integrated_circuit_is_independently_invented,invsrc_0463,Timeline of historic inventions.wiki:747,Integrated circuit is independently invented,integrated circuits,craft,toolmaking,modern,1958,1958,1959,9,0.424,0.64,0,transistor_a_bipolar_point_contact_transistor_is_invented,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
mosfet,invsrc_0464,Timeline of historic inventions.wiki:748,MOSFET,MOS transistors,computing,computation,modern,1959,1959,1959,9,0.174,1,0,transistor_a_bipolar_point_contact_transistor_is_invented,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
combined_oral_contraceptive_pill_becomes_publicly_available,invsrc_0465,Timeline of historic inventions.wiki:752,Combined oral contraceptive pill becomes publicly available,oral contraceptive pills,medicine,medicine,modern,1960,1960,1960,9,0.424,0.64,0,,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
functioning_laser_is_invented,invsrc_0466,Timeline of historic inventions.wiki:753,Functioning laser is invented,lasers,craft,toolmaking,modern,1960,1960,1960,9,0.424,0.64,0,transistor_a_bipolar_point_contact_transistor_is_invented,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
robotic_exoskeleton,invsrc_0467,Timeline of historic inventions.wiki:754,Robotic exoskeleton,powered exoskeletons,medicine,medicine,modern,1960,1960,1960,9,0.424,0.64,0,personal_computer_used,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
electronic_cigarette_is_created_by_herbert_a,invsrc_0468,Timeline of historic inventions.wiki:755,Electronic cigarette is created by Herbert A,Electronic cigarette is created by Herbert A,craft,toolmaking,modern,1963,1963,1963,9,0.424,0.64,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
shinkansen_the_first_high_speed_rail_commercial_passenger_service,invsrc_0469,Timeline of historic inventions.wiki:756,"Shinkansen, the first high-speed rail commercial passenger service",high-speed rail,transport,transport,modern,1964,1964,1964,9,0.444,0.74,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
kevlar_is_invented,invsrc_0470,Timeline of historic inventions.wiki:757,Kevlar is invented,aramid fibers,craft,toolmaking,modern,1965,1965,1965,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
royal_radar_establishment,invsrc_0471,Timeline of historic inventions.wiki:758,Royal Radar Establishment,capacitive touchscreens,computing,computation,modern,1967,1967,1967,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
npl_network,invsrc_0472,Timeline of historic inventions.wiki:759,NPL network,packet-switched networks,computing,computation,modern,1969,1969,1969,9,0.174,1,0,mosfet,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
pocket_calculator_is_invented,invsrc_0474,Timeline of historic inventions.wiki:763,Pocket calculator is invented,pocket calculators,craft,toolmaking,modern,1970,1970,1970,9,0.424,0.64,0,integrated_circuit_is_independently_invented,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
public_key_cryptography,invsrc_0473,Timeline of historic inventions.wiki:762,Public-key cryptography,public-key cryptography,computing,computation,modern,1970,1970,1970,9,0.544,0.56,0,z1_built,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
ibm,invsrc_0477,Timeline of historic inventions.wiki:766,IBM,IBM,craft,toolmaking,modern,1971,1971,1971,9,0.424,0.64,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
single_chip_microprocessor_the_intel_4004_is_invented,invsrc_0475,Timeline of historic inventions.wiki:764,"Single-chip microprocessor, the Intel 4004, is invented",single-chip microprocessors,computing,computation,modern,1971,1971,1971,9,0.174,1,0,transistor_a_bipolar_point_contact_transistor_is_invented;mosfet,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
space_station_salyut_1_is_launched,invsrc_0476,Timeline of historic inventions.wiki:765,"Space station, Salyut 1, is launched",orbital stations,science,scholarship,modern,1971,1971,1971,9,0.424,0.64,0,artificial_satellite_sputnik_1_is_launched,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
herbert_boyer,invsrc_0479,Timeline of historic inventions.wiki:768,Herbert Boyer,recombinant DNA,medicine,medicine,modern,1972,1972,1972,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
video_game_console,invsrc_0478,Timeline of historic inventions.wiki:767,Video game console,home game consoles,culture,art,modern,1972,1972,1972,9,0.544,0.56,0,personal_computer_used,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
capacitive_touchscreen_is_developed_at_cern,invsrc_0482,Timeline of historic inventions.wiki:771,Capacitive touchscreen is developed at CERN,transparent capacitive touchscreens,computing,computation,modern,1973,1973,1973,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
fiber_optic_communication_systems_were_developed,invsrc_0480,Timeline of historic inventions.wiki:769,Fiber optic communication systems were developed,fiber-optic communication,craft,toolmaking,modern,1973,1973,1973,9,0.424,0.64,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
graphical_user_interface,invsrc_0481,Timeline of historic inventions.wiki:770,Graphical user interface,graphical user interfaces,computing,computation,modern,1973,1973,1973,9,0.424,0.64,0,personal_computer_used,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
lithium_ion_battery_is_invented_by_m,invsrc_0484,Timeline of historic inventions.wiki:773,Lithium-ion battery is invented by M,lithium-ion batteries,energy,power,modern,1974,1974,1974,9,0.214,0.94,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
rubik_s_cube_is_invented,invsrc_0485,Timeline of historic inventions.wiki:774,Rubik's cube is invented,Rubik's cube is invented,craft,toolmaking,modern,1974,1974,1974,9,0.424,0.64,0,,unreviewed,"excluded pending curation: duplicate, novelty, or too-specific modern source row needs a stronger local analogue"
transmission_control_program,invsrc_0483,Timeline of historic inventions.wiki:772,Transmission Control Program,packet network protocols,computing,computation,modern,1974,1974,1974,9,0.174,1,0,npl_network,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
home_automation,invsrc_0486,Timeline of historic inventions.wiki:775,Home automation,home control networks,domestic,household,modern,1975,1975,1975,9,0.424,0.64,0,npl_network,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
dna_sequencing,invsrc_0487,Timeline of historic inventions.wiki:776,DNA sequencing,DNA sequencing,medicine,medicine,modern,1977,1977,1977,9,0.424,0.64,0,herbert_boyer,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
self_driving_car,invsrc_0488,Timeline of historic inventions.wiki:777,Self-driving car,autonomous road vehicles,transport,transport,modern,1977,1977,1977,9,0.444,0.74,0,personal_computer_used,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
global_positioning_system_enters_service,invsrc_0489,Timeline of historic inventions.wiki:778,Global Positioning System enters service,satellite navigation networks,maritime,navigation,modern,1978,1978,1978,9,0.484,0.74,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
compuserve,invsrc_0492,Timeline of historic inventions.wiki:782,CompuServe,CompuServe,communication,writing,modern,1979,1979,1979,9,0.604,0.72,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
microvision,invsrc_0490,Timeline of historic inventions.wiki:780,Microvision,Microvision,transport,transport,modern,1979,1979,1979,9,0.444,0.74,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
nippon_telegraph_and_telephone,invsrc_0491,Timeline of historic inventions.wiki:781,Nippon Telegraph and Telephone,Nippon Telegraph and Telephone,communication,writing,modern,1979,1979,1979,9,0.604,0.72,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
flash_memory,invsrc_0493,Timeline of historic inventions.wiki:785,Flash memory,flash memory,computing,computation,digital,1980,1980,1980,10,0.412,0.675,0,mosfet,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
mark_skolnick,invsrc_0494,Timeline of historic inventions.wiki:786,Mark Skolnick,RFLP gene mapping,medicine,medicine,digital,1980,1980,1980,10,0.412,0.675,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
comviq,invsrc_0498,Timeline of historic inventions.wiki:790,Comviq,Comviq,craft,toolmaking,digital,1981,1981,1981,10,0.412,0.675,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
kane_kramer,invsrc_0496,Timeline of historic inventions.wiki:788,Kane Kramer,portable digital audio players,computing,computation,digital,1981,1981,1981,10,0.162,1,0,,unreviewed,"excluded pending curation: duplicate, novelty, or too-specific modern source row needs a stronger local analogue"
reusable_spacecraft,invsrc_0495,Timeline of historic inventions.wiki:787,Reusable spacecraft,reusable spacecraft,transport,transport,digital,1981,1981,1981,10,0.432,0.775,0,artificial_satellite_sputnik_1_is_launched,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
televerket,invsrc_0497,Timeline of historic inventions.wiki:789,Televerket,Televerket,communication,writing,digital,1981,1981,1981,10,0.592,0.755,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
cd_rom,invsrc_0499,Timeline of historic inventions.wiki:791,CD-ROM,optical data discs,computing,computation,digital,1982,1982,1982,10,0.162,1,0,laser,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
laptop_computer_is_launched_the_8_16_bit_epson_hx_20,invsrc_0501,Timeline of historic inventions.wiki:793,"Laptop computer is launched, the 8/16-bit Epson HX-20",portable computers,computing,computation,digital,1982,1982,1982,10,0.162,1,0,personal_computer_used,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
satellite_television,invsrc_0500,Timeline of historic inventions.wiki:792,Satellite television,direct satellite television,communication,media,digital,1982,1982,1982,10,0.412,0.675,0,artificial_satellite_sputnik_1_is_launched,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
at_t,invsrc_0503,Timeline of historic inventions.wiki:795,AT&T,AT&T,craft,toolmaking,digital,1983,1983,1983,10,0.412,0.675,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
stereolithography_is_invented,invsrc_0502,Timeline of historic inventions.wiki:794,Stereolithography is invented,stereolithographic 3D printing,craft,toolmaking,digital,1983,1983,1983,10,0.412,0.675,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
cell_phone,invsrc_0504,Timeline of historic inventions.wiki:796,Cell phone,cellular handsets,communication,media,digital,1984,1984,1984,10,0.412,0.675,0,mosfet;yagi_uda_antenna,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
chuck_hull,invsrc_0505,Timeline of historic inventions.wiki:797,Chuck Hull,additive manufacturing workflows,communication,writing,digital,1984,1984,1984,10,0.592,0.755,0,,unreviewed,"excluded pending curation: duplicate, novelty, or too-specific modern source row needs a stronger local analogue"
dna_profiling_is_pioneered,invsrc_0506,Timeline of historic inventions.wiki:798,DNA profiling is pioneered,DNA profiling,medicine,medicine,digital,1984,1984,1984,10,0.412,0.675,0,dna_sequencing,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
technophone,invsrc_0507,Timeline of historic inventions.wiki:799,Technophone,pocket cellular phones,communication,media,digital,1986,1986,1986,10,0.412,0.675,0,cell_phone,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
karlheinz_brandenburg,invsrc_0508,Timeline of historic inventions.wiki:800,Karlheinz Brandenburg,perceptual audio coding,craft,toolmaking,digital,1989,1989,1989,10,0.412,0.675,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
world_wide_web_is_invented,invsrc_0509,Timeline of historic inventions.wiki:801,World Wide Web is invented,hypertext web protocols,computing,computation,digital,1989,1989,1989,10,0.162,1,0,transmission_control_program,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
archie,invsrc_0510,Timeline of historic inventions.wiki:804,Archie,Archie,transport,transport,digital,1990,1990,1990,10,0.432,0.775,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
commercial_flash_based_solid_state_drive_is_launched,invsrc_0511,Timeline of historic inventions.wiki:805,Commercial flash-based solid-state drive is launched,solid-state drives,computing,computation,digital,1991,1991,1991,10,0.412,0.675,0,flash_memory,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
sim_card_is_developed,invsrc_0512,Timeline of historic inventions.wiki:806,Sim card is developed,Sim card is developed,culture,art,digital,1991,1991,1991,10,0.532,0.595,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
generation_of_bluetooth_is_developed_by_ericsson_mobile,invsrc_0514,Timeline of historic inventions.wiki:808,Generation of Bluetooth is developed by Ericsson Mobile,short-range wireless pairing,craft,toolmaking,digital,1994,1994,1994,10,0.412,0.675,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
ibm_simon,invsrc_0513,Timeline of historic inventions.wiki:807,IBM Simon,IBM Simon,culture,art,digital,1994,1994,1994,10,0.532,0.595,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
tetris,invsrc_0515,Timeline of historic inventions.wiki:809,Tetris,Tetris,culture,art,digital,1994,1994,1994,10,0.532,0.595,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
dvd,invsrc_0516,Timeline of historic inventions.wiki:810,DVD,digital optical discs,computing,computation,digital,1995,1995,1995,10,0.412,0.675,0,cd_rom,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
bolt,invsrc_0519,Timeline of historic inventions.wiki:813,Bolt,Bolt,craft,toolmaking,digital,1996,1996,1996,10,0.412,0.675,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
ciena_corporation,invsrc_0517,Timeline of historic inventions.wiki:811,Ciena Corporation,Ciena Corporation,computing,computation,digital,1996,1996,1996,10,0.162,1,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
mobile_web_was_first_commercially_offered,invsrc_0518,Timeline of historic inventions.wiki:812,Mobile web was first commercially offered,mobile web access,communication,writing,digital,1996,1996,1996,10,0.412,0.675,0,world_wide_web_is_invented,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
myriad_genetics,invsrc_0520,Timeline of historic inventions.wiki:814,Myriad Genetics,commercial genetic risk tests,medicine,medicine,digital,1996,1996,1996,10,0.412,0.675,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
capsule_endoscopy,invsrc_0521,Timeline of historic inventions.wiki:815,Capsule endoscopy,capsule endoscopy,medicine,medicine,digital,1999,1999,1999,10,0.412,0.675,0,,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
digital_video_recorder_the_tivo_is_launched,invsrc_0522,Timeline of historic inventions.wiki:816,"Digital video recorder , the TiVo, is launched",digital video recorders,communication,media,digital,1999,1999,1999,10,0.162,1,0,video_tape_recorder;commercial_flash_based_solid_state_drive_is_launched,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
ntt_docomo,invsrc_0523,Timeline of historic inventions.wiki:817,NTT Docomo,NTT Docomo,craft,toolmaking,digital,1999,1999,1999,10,0.412,0.675,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
food_and_drug_administration,invsrc_0524,Timeline of historic inventions.wiki:822,Food and Drug Administration,contraceptive patches,medicine,medicine,digital,2001,2001,2001,10,0.312,0.855,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
kindle_e_reader_introduced,invsrc_0525,Timeline of historic inventions.wiki:823,Kindle e-reader introduced,Kindle e-reader introduced,craft,toolmaking,digital,2007,2007,2007,10,0.412,0.675,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
quantum_machine_was_created_by_aaron_d,invsrc_0527,Timeline of historic inventions.wiki:825,Quantum machine was created by Aaron D,engineered quantum resonators,science,scholarship,digital,2009,2009,2009,10,0.412,0.675,0,,unreviewed,"excluded pending curation: duplicate, novelty, or too-specific modern source row needs a stronger local analogue"
satoshi_nakamoto_develops_the_first_blockchain,invsrc_0526,Timeline of historic inventions.wiki:824,Satoshi Nakamoto develops the first blockchain,Satoshi Nakamoto develops the first blockchain,craft,toolmaking,digital,2009,2009,2009,10,0.412,0.675,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
lidar,invsrc_0529,Timeline of historic inventions.wiki:829,Lidar,solid-state lidar,science,scholarship,digital,2010,2010,2010,10,0.412,0.675,0,laser,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
synthetic_biology,invsrc_0528,Timeline of historic inventions.wiki:828,Synthetic biology,synthetic organism design,medicine,medicine,digital,2010,2010,2010,10,0.412,0.675,0,dna_sequencing,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
introduction_of_pepper_the_first_commercial_humanoid_robot,invsrc_0530,Timeline of historic inventions.wiki:830,"Introduction of Pepper, the first commercial humanoid robot",humanoid service robots,computing,computation,digital,2014,2014,2014,10,0.412,0.675,0,,unreviewed,"excluded pending curation: duplicate, novelty, or too-specific modern source row needs a stronger local analogue"
discovery_of_crispr_gene_editing_method,invsrc_0531,Timeline of historic inventions.wiki:831,Discovery of CRISPR gene editing method,CRISPR gene editing,medicine,medicine,digital,2015,2015,2015,10,0.412,0.675,0,synthetic_biology,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
commercially_available_artificial_pancreas,invsrc_0532,Timeline of historic inventions.wiki:832,Commercially available artificial pancreas,closed-loop insulin pumps,medicine,medicine,digital,2016,2016,2016,10,0.532,0.595,0,home_automation,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
successful_launch_of_a_multi_use_rocket,invsrc_0533,Timeline of historic inventions.wiki:833,Successful launch of a multi-use rocket,reusable orbital rockets,transport,transport,digital,2016,2016,2016,10,0.412,0.675,0,reusable_spacecraft,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
ibm_2,invsrc_0534,Timeline of historic inventions.wiki:834,IBM,IBM,craft,toolmaking,digital,2019,2019,2019,10,0.412,0.675,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
mrna_vaccine_to_be_approved,invsrc_0535,Timeline of historic inventions.wiki:837,MRNA vaccine to be approved,mRNA vaccines,medicine,medicine,digital,2020,2020,2020,10,0.312,0.855,0,synthetic_biology,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
openai_demonstrated_an_artificial_intelligence_model_called_gpt_3,invsrc_0536,Timeline of historic inventions.wiki:838,OpenAI demonstrated an Artificial Intelligence model called GPT-3,large language models,computing,computation,digital,2020,2020,2020,10,0.162,1,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
